word,cat,A_M,A_SD,V_M,V_SD
French person,noun,4.54,2.03,5.71,1.74,
redaction,noun,5,2.32,3.64,2.08,
attribute,noun,6.12,2.45,8.1,1.17,
flavor,verb,5.59,2.66,6.79,2.04,
render,verb,4.27,2.07,4.75,1.38,
intellect,noun,5,2.68,6.68,1.84,
frosty,adj,5.19,2.23,4.02,1.99,
pair,noun,6.39,2.31,7.41,1.97,
thoughtful,adj,5.82,2.62,2.82,1.83,
ho-hum,adj,3.39,2.22,3.93,1.6,
gynaecologist,noun,4.52,2.37,5.56,1.38,
cut up,adj,5,2.32,3.64,2.08,
single,noun,5.5,2.66,6.88,1.93,
indoors,adv,5.92,2.55,7.47,1.8,
religious belief,adj,4.84,2.57,6,2.21,
death,noun,5.7,2.96,2.28,1.91,
influential person,noun,4.25,2.47,5.55,2.24,
plain,adj,5.26,2.36,3.2,1.74,
stamp down,verb,5.44,2.68,6.93,1.83,
order of payment,noun,5.4,2.7,7.98,1.42,
loved one,noun,6.44,3.35,8.72,0.7,
ravisher,noun,4.95,2.57,7.82,1.16,
encourage,verb,6.12,2.45,8.1,1.17,
support,noun,5.76,2.5,7.57,1.66,
weak,adj,4.88,2.3,6.93,1.28,
traveling,noun,4.12,2.3,6.34,1.56,
groundwork,noun,3.27,1.98,5.02,0.93,
underhand,adj,4.67,2.35,3.32,2.32,
calculation,noun,5.86,1.81,7,1.34,
felon,noun,7.47,2.18,1.53,0.96,
junction,noun,3.86,2.13,5.67,1.26,
batch,noun,6,2.02,3.19,1.66,
clear,adj,4.21,1.99,6.51,1.34,
theologist,noun,4.93,2.82,3.34,2.31,
skirt,noun,3.17,2.23,7.27,1.36,
commendation,noun,5.8,2.79,7.5,1.5,
vicious,adj,4.79,2.51,2.93,1.66,
genuine,adj,5.32,1.92,7.7,1.43,
mite,noun,4.59,2.1,3.83,1.7,
too-generous,adj,4.93,2.4,6.21,2.03,
drubbing,noun,6.77,2.42,1.64,1.18,
smuggled,adj,4.61,2.24,5.39,1.8,
material possession,noun,5.3,2.66,6.68,2.71,
loathly,adj,4.93,2.23,2.81,1.52,
potency,noun,5.38,2.58,6.02,1.77,
round,verb,3.86,2.13,5.67,1.26,
engagement,noun,7.51,2.28,2.03,1.55,
operative,noun,3.27,1.98,5.02,0.93,
decrease,noun,4.7,2.48,4.09,2.21,
secure,verb,3.8,2.18,5.22,1.13,
ball,noun,3.76,2.39,5.29,1.82,
screech,noun,5.36,2.91,3.93,2.22,
piece of ground,noun,3.18,1.76,4.74,1.02,
unsexed,adj,5,2.32,3.64,2.08,
gabfest,noun,5.74,2.38,3.48,2.33,
mistreatment,noun,6.83,2.7,1.8,1.23,
component part,noun,3.24,2.08,5.26,0.86,
duty,noun,4.08,1.92,5.24,1.59,
crashing,adj,6.41,2,2.9,1.98,
prohibit,verb,5,2.83,6.42,2.05,
timpani,noun,3.22,2.23,5.22,0.91,
lead,noun,4.95,2.14,6.12,1.86,
domestic dog,noun,5.85,2.78,7.56,1.9,
spitefulness,noun,6.08,2.44,2.68,1.81,
writer,noun,4.14,2.11,6.12,1.44,
straighten,verb,3.98,2.22,6.3,1.56,
fearless,adj,5.6,2.21,6.8,1.61,
make love,verb,3.61,2.56,7.51,1.38,
form,noun,3.95,2.28,5.46,1.75,
foot,noun,3.61,2.56,7.51,1.38,
careless,adj,4.07,2.18,4.02,1.41,
turn over,verb,4.4,2.07,5.95,1.38,
butchery,noun,5.33,2.63,2.28,1.74,
unconfident,adj,3.77,2.29,4.64,1.83,
catch some Z's,verb,2.8,2.66,7.2,1.77,
soiled,adj,4.93,2.23,2.81,1.52,
collar,noun,4.59,2.1,3.83,1.7,
humiliated,adj,3.74,2.33,5.86,1.42,
turn up,verb,4.59,2.1,3.83,1.7,
miss,verb,4.83,2.31,2.63,1.64,
say,verb,5.12,2.39,6.95,1.85,
disco biscuit,noun,7.38,1.92,7.98,1.52,
mansion,noun,4.56,2.41,7.26,1.72,
betrayer,noun,5.78,2.47,2.22,1.69,
animal communication,noun,6.07,2.42,7.1,1.97,
sorrowfulness,noun,4.2,2.15,4.57,1.7,
manoeuver,verb,3.42,2.21,6.32,1.56,
Sun,noun,5.04,2.66,7.55,1.85,
quiver,noun,8.02,1.65,8.05,1.48,
artifact,noun,4.14,1.98,5.3,1.2,
gallant,adj,6.15,2.45,7.15,1.64,
lowborn,adj,3.74,2.33,5.86,1.42,
genial,adj,5.11,2.96,8.43,1.08,
taproom,noun,5,2.83,6.42,2.05,
coitus,noun,7,2.07,7.36,1.57,
goon,noun,4.8,2.82,4.16,2.34,
unassailable,adj,3.14,2.47,7.57,1.76,
won,adj,5.82,2.62,2.82,1.83,
track down,verb,4.39,2.29,5.88,1.62,
notion,noun,4.89,2.46,6.28,1.45,
encounter,verb,5.38,2.58,6.02,1.77,
imperfection,noun,5.95,2.73,7.25,2.05,
top side,noun,4.28,2.53,6.58,1.42,
puddingheaded,adj,6.03,1.88,3.21,1.51,
striking,noun,5.73,2.09,4.33,2.35,
gadget,noun,4.05,2.06,5.1,1.21,
move on,verb,6.21,2.51,7.1,2,
trespass,verb,4.7,2.48,4.09,2.21,
waste,noun,5.04,2.5,2.98,1.96,
savour,verb,5.22,2.38,6.66,1.57,
quat,noun,4.38,2.24,5.72,2.43,
smart,verb,6.22,1.91,2.73,1.72,
poop,noun,3.76,2.26,4.17,1.77,
altercate,verb,6.29,2.56,2.93,2.06,
defend,verb,7.15,2.19,3.76,2.63,
emotion,noun,6.96,2.17,2.76,2.12,
languish,verb,5,2.45,2.46,1.52,
body part,noun,3.93,2.49,4.82,2.06,
flower arrangement,noun,5.46,2.47,7.02,1.84,
jewellery,noun,5.38,2.54,7,1.72,
sick,verb,5.75,2.84,2.06,1.57,
charge,verb,4.25,2.47,5.55,2.24,
helper,noun,4.88,2.3,6.93,1.28,
create by mental act,verb,5.98,2.14,7.32,1.52,
sound,adj,3.14,2.47,7.57,1.76,
minx,noun,6.91,1.69,7.52,1.19,
natural,adj,4.09,2.37,6.59,1.57,
field,noun,3.88,1.99,5.33,0.87,
stymie,verb,4.12,2.01,3.81,1.42,
colourful,adj,6.15,2.45,7.15,1.64,
feverishness,noun,4.29,2.31,2.76,1.64,
outside,noun,5.92,2.55,7.47,1.8,
DoJ,noun,5.47,2.54,7.78,1.35,
aftermath,noun,4.95,2.62,7.53,1.67,
protection,noun,4.39,2.36,3.05,1.99,
shore,noun,4.59,2.31,5.98,1.86,
kine,noun,3.49,2.13,5.57,1.53,
instruct,verb,4.95,2.62,7.53,1.67,
sleep with,verb,6.44,3.35,8.72,0.7,
domestic,adj,4.21,2.94,7.91,1.63,
resign,verb,4.7,2.48,4.09,2.21,
triumph,verb,6.02,2.71,7.55,1.68,
untruth,noun,5.96,2.63,2.79,1.92,
pain,verb,6.1,2.77,1.56,0.79,
account book,noun,4.05,1.96,5.14,1.49,
transgress,verb,5.78,2.21,2.8,1.67,
twine,verb,4.07,2.15,4.64,1.36,
shiny,adj,5.4,2.33,7.5,1.55,
bring home the bacon,verb,5.73,2.09,4.33,2.35,
geographical region,noun,3.88,1.99,5.33,0.87,
forte,adj,4.63,2.61,7.12,1.34,
spread over,verb,6.57,2.33,1.92,1.48,
model,noun,4.95,2.57,7.82,1.16,
deluxe,adj,4.53,2.65,7.43,1.26,
spirt,noun,4.14,2.28,5.45,1.63,
viscus,noun,6.34,2.25,7.39,1.53,
pessimistic,adj,4.53,2.11,3,2.16,
part,verb,5,2.32,3.64,2.08,
crevice,noun,6.33,2.21,4.84,2.14,
get,verb,5,2.32,3.64,2.08,
twin,verb,6.39,2.31,7.41,1.97,
billet,noun,4.48,2.29,4.05,1.41,
Sus scrofa,noun,4.2,2.42,5.07,1.97,
waster,noun,6.4,1.88,2.71,1.91,
endomorphic,adj,5.47,2.2,6.82,1.63,
stimulate,verb,5,2.53,6.97,1.91,
occurrent,noun,6.95,2.44,2.31,1.44,
installation,noun,4.97,2.49,6.61,1.78,
wishful,adj,5.13,2.44,3.58,2.01,
plug-in,noun,3.36,2.12,4.82,1.23,
full of life,adj,5.5,2.74,7.25,2.22,
crenelated,adj,5.36,2.37,4.39,1.63,
nonindulgent,adj,4.31,2.2,6.76,1.78,
dress up,verb,4.05,1.89,6.41,1.34,
rock and roll,noun,4.52,2.37,5.56,1.38,
raptus,noun,7.38,1.92,7.98,1.52,
roughen,verb,4.91,2.57,6.58,1.78,
hiss,noun,3.17,2.23,7.27,1.36,
suspect,adj,6.25,1.59,3.76,1.42,
emotionality,noun,3.73,2.4,7.41,1.81,
recitation,noun,6.84,2.06,7.13,1.58,
rack up,verb,5.5,2.66,6.88,1.93,
dishonor,noun,5.9,1.83,7.66,1.24,
apply,verb,4.14,2.3,2.93,1.76,
injure,verb,3.81,2.27,3.29,1.69,
bear,verb,3.93,2.49,4.82,2.06,
Indo-European language,noun,4.2,2.4,6.41,1.89,
moralistic,adj,4.49,2.28,6.2,1.85,
tranquillize,verb,2.82,2.13,5.58,1.83,
act,verb,6.91,1.69,7.52,1.19,
noesis,noun,6.67,1.87,6.54,2.21,
pooh-pooh,verb,5.48,2.52,2.84,2.07,
empower,verb,5.12,2.42,5.93,2.1,
clip,noun,4.59,2.1,3.83,1.7,
ill,adj,5.8,2.88,2.05,1.2,
surface,noun,4.16,1.99,5.44,1.18,
laugh at,verb,5.83,2.73,3.13,2.24,
make,verb,6.07,2.61,2.21,1.99,
still,adj,2.82,2.13,5.58,1.83,
exploit,noun,5.73,2.09,4.33,2.35,
commotion,noun,5.71,2.34,4.95,2.22,
iridaceous plant,noun,4.6,2.35,6.02,1.66,
imperfectness,noun,4.07,1.69,3.43,1.38,
twinge,verb,4.7,2.59,3.98,1.73,
kinship group,noun,4.8,2.71,7.65,1.55,
walk,verb,3.27,1.98,5.02,0.93,
ceremony,noun,5.97,2.85,7.82,1.56,
liquidator,noun,6.28,2.53,3.09,2.09,
give the axe,verb,7.17,2.06,3.22,2.06,
socio-economic class,noun,5.32,2.39,6.5,2.03,
bird of prey,noun,3.98,1.87,5.8,1.31,
featherbrained,adj,5.88,2.38,7.41,1.8,
prise,verb,5.19,2.39,7.64,1.29,
float,noun,3.8,2.18,5.22,1.13,
sympathize with,verb,3.72,2.02,3.37,1.57,
moon-curser,noun,4.76,2.4,5.67,1.91,
mental strain,noun,7.45,2.38,2.09,1.41,
grapheme,noun,4.9,2.37,6.61,1.59,
multipotent,adj,4.02,2.41,4.68,1.97,
journey,verb,5.55,2.23,6.25,1.91,
leaflet,noun,3.62,2.02,4.79,1.05,
sympathy,noun,3.72,2.02,3.37,1.57,
plump,verb,4.81,2.8,2.28,1.92,
young woman,noun,4.29,2.69,6.87,1.64,
automatic,noun,5,2.83,6.42,2.05,
motility,noun,5.53,2.43,2.76,2.06,
sure-footed,adj,5.08,2.07,7.16,1.39,
fitful,adj,5.43,2.42,3.05,1.92,
establish,verb,4.25,2.47,5.55,2.24,
enthrone,verb,4.28,2.53,6.58,1.42,
stitch,verb,3.46,1.92,3.65,1.61,
garb,verb,4.49,2.5,6.07,1.61,
visual property,noun,4.73,2.64,7.02,1.57,
mold,verb,3.82,2.4,5.09,1.67,
reputable,adj,5.43,2.85,7.47,1.45,
demonstrate,verb,5.12,2.39,6.95,1.85,
classicist,noun,7.59,2.07,8.32,1,
blast,noun,7.17,2.06,3.22,2.06,
declination,noun,4.7,2.48,4.09,2.21,
march on,verb,6.02,2.58,7.73,1.34,
ragtag,noun,4.88,2.36,2.43,1.56,
get on,verb,6.02,2.58,7.73,1.34,
call,verb,7.04,1.96,3.88,2.07,
pestered,adj,5.94,2.36,2.17,1.21,
merry,adj,5.57,2.8,7.41,1.92,
negligent,adj,4.1,1.94,4.28,1.84,
meth,noun,4.27,2.07,4.75,1.38,
table,noun,4.32,2.14,4.89,0.89,
grime,verb,4.93,2.23,2.81,1.52,
fair,adj,3.18,1.85,4.61,1.28,
reposeful,adj,2.82,2.13,5.58,1.83,
soldiery,noun,3.89,2.17,5.89,1.55,
misconception,noun,5.14,2.82,7.41,1.9,
assure,verb,3.14,2.47,7.57,1.76,
beautify,verb,4.05,1.89,6.41,1.34,
chick,noun,4.24,2.43,6.09,1.96,
panel,noun,3.36,2.12,4.82,1.23,
concealment,noun,4.39,2.36,3.05,1.99,
unheeding,adj,3.18,1.85,4.61,1.28,
study,verb,4.25,2.47,5.55,2.24,
command,verb,4.3,2.26,4.35,1.23,
inexperienced,adj,5.64,2.51,6.89,2.12,
period,noun,2.8,2.66,7.2,1.77,
joyous,adj,5.98,2.54,8.22,1.22,
hurting,noun,6.06,2.67,2.43,2.17,
subject matter,noun,4.89,2.46,6.28,1.45,
blemish,noun,4.79,2.11,3.38,1.7,
jade,verb,3.81,2.29,3.79,2.12,
immodest,adj,3.98,2.24,5.76,1.28,
take a breath,verb,5,2.53,6.97,1.91,
treat,verb,5,2.32,3.64,2.08,
benefactor,noun,5.8,3.01,7.73,1.56,
dread,adj,6.33,2.28,2.25,1.18,
agitated,adj,6.63,2.7,7.97,1,
gruesome,adj,4.29,2.45,1.9,1.14,
step-down,noun,5,2.32,3.64,2.08,
Equus caballus,noun,3.93,2.56,5.34,1.75,
inflection,noun,7.45,2.38,2.09,1.41,
empty,adj,4.21,1.99,6.51,1.34,
girl,noun,4.58,2.37,6.32,1.6,
countenance,verb,5.3,2.66,6.68,2.71,
female person,noun,4.29,2.69,6.87,1.64,
function,noun,6.69,2.84,7.86,1.83,
subject field,noun,4.08,2.41,6.2,1.37,
decease,verb,6.03,3.19,1.56,0.96,
neat,adj,3.98,2.22,6.3,1.56,
change hands,verb,4.7,2.48,4.09,2.21,
foolish,adj,4.72,2.71,2.31,1.37,
weed,noun,4.14,2.11,6.12,1.44,
inst,adj,5.12,2.39,6.95,1.85,
abode,noun,4.56,2.41,7.26,1.72,
accent,verb,7.45,2.38,2.09,1.41,
sinewy,adj,5.47,2.2,6.82,1.63,
interchange,verb,7.37,2.21,8.37,1,
nip,verb,4.59,2.1,3.83,1.7,
cloudy,adj,3.46,1.92,3.65,1.61,
insipid,adj,3.29,1.89,4.1,1.08,
pedal extremity,noun,3.27,1.98,5.02,0.93,
join,verb,6.39,2.31,7.41,1.97,
get across,verb,4.39,2.81,6.16,2.33,
complex body part,noun,4.36,2.13,5.28,1.44,
sorrow,noun,4.78,2.84,1.69,1.04,
fall,verb,3.65,2.35,5.08,2.51,
gentle,adj,4.31,2.2,6.76,1.78,
shaft,noun,4.33,1.78,5.19,1.27,
inhumane,adj,5.19,2.23,4.02,1.99,
signalise,verb,4.6,2.35,6.02,1.66,
free-flying,adj,4.12,2.3,6.34,1.56,
suffer,verb,6.03,3.19,1.56,0.96,
platinum-blonde,adj,5.07,2.7,6.43,2.04,
conceive of,verb,5.14,2.82,7.41,1.9,
don,verb,4.1,2,5.46,1.36,
hit,verb,5.37,2.39,6.5,1.78,
immature,adj,5.64,2.51,6.89,2.12,
juvenile,noun,5.67,2.52,6.75,2.29,
embryonal,adj,4.15,1.96,3.39,1.7,
natural elevation,noun,4.54,3.19,1.85,1.67,
finish,noun,6.63,2.84,8.32,1.16,
disobey,verb,4.23,1.72,4.52,1.88,
cloud nine,noun,7.38,1.92,7.98,1.52,
lessen,verb,4.65,2.13,5.2,1.28,
let on,verb,7.24,2.06,1.68,1.02,
exposit,verb,4.1,2.24,5.55,1.58,
tune,noun,5.86,1.81,7,1.34,
welfare,noun,5.13,2.35,6.81,1.88,
decent,adj,3.98,2.24,5.76,1.28,
ruin,verb,6.22,1.91,2.73,1.72,
drop,verb,4.14,2.3,2.93,1.76,
smell,noun,5.05,2.36,6.76,1.48,
calumniation,noun,4.25,2.47,5.55,2.24,
race,noun,4.73,2.64,7.02,1.57,
Milquetoast,noun,5.17,2.57,3.14,1.96,
infected,adj,4.88,2.29,3.08,2.05,
economic condition,noun,4.87,2.66,1.67,0.9,
respectable,adj,3.98,2.22,6.3,1.56,
aurora,noun,5.06,3.05,7.86,1.35,
softened,adj,4.63,2.61,7.12,1.34,
gentleman's gentleman,noun,5.24,2.31,6.73,1.7,
affect,verb,4.73,2.64,7.02,1.57,
reek,noun,4.36,2.46,2.19,1.37,
interloper,noun,5.45,2.15,5.6,1.82,
meander,verb,6.82,2.1,3.31,2.2,
greasy,adj,4.81,2.8,2.28,1.92,
account,noun,5.74,2.38,3.48,2.33,
trouser,noun,4.37,2.14,6.47,1.59,
watch out,verb,5,2.68,6.68,1.84,
fipple pipe,noun,4.69,1.99,5.81,1.21,
human activity,noun,4.14,2.3,2.93,1.76,
hummer,noun,5.33,2.48,3.29,2.06,
tolerance,noun,5.4,2.7,7.98,1.42,
tendency,noun,4.54,1.86,6.46,1.52,
bother,verb,5.76,2.15,3.11,1.67,
rasping,adj,5.33,2.04,4.74,2,
harum-scarum,adj,4.17,2.84,7.54,1.38,
pick out,verb,4.08,2.41,6.2,1.37,
rigour,noun,4.76,2.55,2.45,1.61,
patrol wagon,noun,3.98,2.04,5.37,0.97,
homophile,noun,5.12,2.27,4.67,2.45,
disputation,noun,7.15,2.19,3.76,2.63,
battleful,adj,5.83,2.33,5.1,1.68,
embellish,verb,5.14,2.39,6.93,1.3,
awful,adj,4,1.6,5.35,1.21,
move,verb,4.95,2.62,7.53,1.67,
facial expression,noun,5.04,2.18,6.39,1.6,
cheeselike,adj,4.63,2.61,7.12,1.34,
losings,noun,7.72,2.16,8.38,0.92,
structure,noun,3.47,2.12,5.33,1.33,
cracking,adj,5.43,2.85,7.47,1.45,
belief,noun,4.89,2.46,6.28,1.45,
textile,noun,3.71,2.51,6.9,1.27,
essayist,noun,3.36,2.18,5.89,1.73,
human beings,noun,5.32,2.39,6.5,2.03,
cowardly,adj,4.11,2.09,3.86,1.55,
deplete,verb,5.69,2.51,7.47,1.73,
charitable,adj,4.46,2.55,7.59,1.67,
repentant,adj,5.74,2.32,2.28,1.42,
solid ground,noun,4.24,2.49,7.15,1.67,
love life,noun,6.44,3.35,8.72,0.7,
trumped-up,adj,3.43,2.09,3.27,1.4,
self-loving,adj,5.5,2.62,2.42,1.62,
inactivate,verb,4.86,2.56,5.46,0.98,
revivalist,noun,4.18,2.38,3.2,1.58,
plate armor,noun,4.71,2.84,4.9,2.2,
instant,noun,4.64,2.75,5.31,2.02,
go against,verb,5.56,2.06,2.76,1.5,
naut mi,noun,4.07,2.15,4.64,1.36,
secured,adj,3.14,2.47,7.57,1.76,
deaf-and-dumb person,noun,4.35,2.25,3.38,1.7,
carmine,adj,5.29,2.04,6.41,1.61,
Book,noun,4.17,2.49,5.72,1.54,
aguish,adj,4.29,2.45,1.9,1.14,
lousy,adj,4.89,2.5,3.58,2.38,
dingy,adj,2.98,2.18,3.05,1.58,
stinker,noun,4.95,2.36,3.02,1.66,
thigh-slapper,noun,6.39,2.63,2.96,1.93,
humanities,adj,7.59,2.07,8.32,1,
minor,noun,5.88,2.38,7.41,1.8,
bespoke,adj,4.66,2.12,5.85,1.53,
skilled worker,noun,5.24,2.31,6.73,1.7,
expend,verb,6.83,2.7,1.8,1.23,
three-year-old,adj,4.15,1.96,3.39,1.7,
unite,verb,6.39,2.31,7.41,1.97,
beast,noun,5.64,2.51,6.89,2.12,
unethical,adj,4.98,2.48,3.5,2.16,
feed,verb,4.14,2.3,2.93,1.76,
mucky,adj,4.13,2.13,4.44,2.07,
conclusion,noun,5.82,2.71,3.16,2.44,
kickshaw,noun,5.62,2.25,7.36,1.38,
care,verb,5,2.68,6.68,1.84,
drive away,verb,7.17,2.06,3.22,2.06,
fuel,noun,4.34,2.51,4.8,1.59,
jaunt,verb,6.21,2.51,7.1,2,
belligerent,noun,5.12,2.26,5.51,1.8,
undefeated,adj,5.09,3,2.34,1.66,
dumb,adj,3.39,2.22,3.93,1.6,
zoonosis,noun,6.1,2.62,1.77,0.97,
pull through,verb,6.53,2.56,7.7,1.24,
unquiet,adj,6.59,2.07,3.29,1.47,
organized religion,noun,4.34,2.45,6.28,2.31,
division,noun,3.96,1.94,5.29,0.97,
parcel of land,noun,4.08,2.41,6.2,1.37,
pocket-size,adj,3.98,2.24,5.76,1.28,
begrime,verb,4.13,2.13,4.44,2.07,
sky-blue,noun,5,2.72,7,1.88,
allow,verb,4.54,1.86,6.46,1.52,
spatter,verb,3.73,2.23,4.66,1.88,
lead by the nose,verb,5.75,2.47,7.08,1.83,
portion,noun,3.24,2.08,5.26,0.86,
give way,verb,6.95,2.44,2.31,1.44,
veggie,noun,4.28,2.46,6.18,2.05,
sign of the zodiac,noun,6.42,2.83,1.5,0.85,
dislike,noun,5.28,2.04,3.85,2.13,
nigrify,verb,4.61,2.24,5.39,1.8,
disarm,verb,3.59,2.4,5.34,1.82,
take,verb,5.73,2.09,4.33,2.35,
stream,noun,6,2.02,3.19,1.66,
immure,verb,5.49,2.67,1.95,1.27,
cognizant,adj,5.5,2.74,7.25,2.22,
confabulate,verb,5.74,2.38,3.48,2.33,
patriotic,adj,6.56,2.21,1.93,1.61,
impoverish,verb,6.21,2.79,2,1.31,
painful,adj,4.88,2.3,6.93,1.28,
small-arm,noun,6.27,1.94,4.37,2.75,
fun,noun,5.85,2.81,8.37,0.94,
behave,verb,5.71,2.34,4.95,2.22,
input,noun,4.9,2.35,4.31,2.18,
comely,adj,6.17,2.34,7.6,1.64,
tract,noun,4.08,2.41,6.2,1.37,
ending,noun,4.59,3.07,1.61,1.4,
rumourmonger,noun,5.74,2.38,3.48,2.33,
assets,noun,3.82,2.24,5.11,1.78,
speech,noun,5.16,2.25,6.77,1.58,
machine,noun,7.33,1.96,2.47,1.5,
pick up,verb,5.39,2.22,7.15,1.49,
shot,noun,5,2.32,3.64,2.08,
coiffure,noun,6.64,2.64,2.35,1.7,
adjudge,verb,4.49,1.9,6.49,1.7,
shorten,verb,5,2.32,3.64,2.08,
significance,noun,5.56,2.62,7,1.32,
walk on air,verb,5.78,2.6,7.8,1.83,
unpretending,adj,2.82,2.13,5.58,1.83,
