word,cat,A_M,A_SD,V_M,V_SD
spend,verb,4.14,2.3,2.93,1.76,
Army,noun,5.03,2.03,4.72,1.75,
beauty,noun,5.5,2.73,8.42,0.83,
grace,verb,5.38,2.54,7,1.72,
decay,verb,4.65,2.39,3.2,1.81,
push,verb,7.15,2.19,3.76,2.63,
dry land,noun,4.08,2.41,6.2,1.37,
loss,noun,5.69,2.06,2.49,1.76,
uninterestingness,noun,5.66,2.26,6.97,1.53,
patently,adv,3.52,2.05,4.39,1.46,
fixing,noun,4.07,2.15,4.64,1.36,
instrument of execution,noun,3.15,1.77,5.08,0.98,
open,verb,4.14,2.11,6.12,1.44,
fat,noun,3.87,2.82,2.73,1.85,
aching,noun,5.07,2.74,2.02,1.06,
unaccompanied,adj,4.51,2.68,2.17,1.76,
run-in,noun,6.29,2.56,2.93,2.06,
attack,verb,6.83,2.7,1.8,1.23,
deal,verb,5.62,2.25,7.36,1.38,
blow,noun,4.58,2.02,4.88,1.16,
wear,noun,4.49,2.5,6.07,1.61,
can,noun,3.88,1.72,5.55,1.36,
envelop,verb,5.28,2.51,4.32,1.91,
ever-present,adj,5.12,2.39,6.95,1.85,
negative stimulus,noun,5.07,2.74,2.02,1.06,
adorn,verb,4.05,1.89,6.41,1.34,
golden,adj,6.49,2.77,8.21,1.82,
blessing,noun,5.4,2.7,7.98,1.42,
bang,noun,5.73,2.09,4.33,2.35,
arduous,adj,5.12,2.19,5.22,1.82,
wrongful conduct,noun,5.57,2.26,3.05,1.65,
heart,noun,2.95,1.72,4.95,0.98,
banter,verb,5.57,2.8,7.41,1.92,
unstable,adj,4.88,2.3,6.93,1.28,
colly,verb,3.98,2.29,3.37,1.34,
impoliteness,noun,3.74,2.37,7.18,1.5,
pattern,noun,4.66,2.12,5.85,1.53,
sparkle,verb,5.26,2.54,6.07,2.03,
alligatored,adj,5.33,2.04,4.74,2,
observance,noun,4.94,3.21,1.39,0.87,
displease,verb,5.44,2.88,8.26,1.04,
sunny,adj,5.4,2.33,7.5,1.55,
demasculinize,verb,5,2.32,3.64,2.08,
eutherian mammal,noun,3.49,2.13,5.57,1.53,
purpose,noun,4.47,2.43,5.3,1.61,
inconsequence,noun,3.83,2.29,5.76,1.65,
dulcorate,verb,4.51,2.25,6.73,1.7,
clam,noun,6.07,2.67,7.47,1.72,
disjoint,verb,6.33,2.71,2.22,1.88,
prophylactic,noun,3.86,2.72,7.07,1.9,
ogre,noun,6.76,2.68,2.11,1.56,
phenomenon,noun,5.38,2.58,6.02,1.77,
corruptible,adj,4.67,2.35,3.32,2.32,
contact,verb,5.35,2.76,8,1.55,
stretch,verb,5.86,2.7,5.2,2.54,
rise up,verb,6.56,2.34,4.13,1.78,
treasonably,adv,3.43,2.09,3.27,1.4,
entertain,verb,4.84,2.04,6.08,2.08,
crapper,noun,4,2.14,4.56,1.72,
indulge,verb,5.5,2.91,8.56,0.81,
electronic computer,noun,4.75,1.93,6.24,1.61,
corporal,adj,4.05,2.34,5.26,1.29,
gas,noun,7.02,1.84,3.47,2.48,
change magnitude,verb,4.7,2.48,4.09,2.21,
mischievousness,noun,5.38,2.62,2.24,1.62,
rank,noun,4.48,2.12,6.25,1.59,
hullabaloo,noun,7.67,1.91,7.5,2.2,
discompose,verb,6.5,2.49,2.13,1.81,
bedim,verb,4.3,2.26,4.35,1.23,
go about,verb,5.04,2.18,6.39,1.6,
scissors grip,noun,4.47,1.76,5.05,0.96,
transgression,noun,6.39,2.44,3.23,2.64,
disembarrass,verb,4.91,2.57,6.58,1.78,
unfitness,noun,3.81,2.27,3.29,1.69,
composition,noun,4.36,2.13,5.28,1.44,
shaky,adj,5.56,2.34,2.36,1.33,
moving-picture show,noun,4.93,2.54,6.86,1.81,
rise,verb,3.95,2.28,5.46,1.75,
Baron Snow of Leicester,noun,5.75,2.47,7.08,1.83,
intrepid,adj,6.15,2.45,7.15,1.64,
long-suffering,adj,4.21,2.37,5.29,1.89,
truelove,noun,6.06,2.91,8.11,1.35,
reduce,verb,5,2.32,3.64,2.08,
street drug,noun,4.83,2.9,3.28,2.16,
furnish,verb,4.97,2.49,6.61,1.78,
junky,noun,5.66,2.26,2.48,2.08,
soma,noun,4.19,2.45,6.32,1.74,
car,noun,3.41,2.14,5,1.96,
falls,noun,4.83,2.63,7.53,1.58,
civil rights leader,noun,5.64,2.51,6.89,2.12,
bad,noun,5.43,2.85,7.47,1.45,
missy,noun,5.53,2.8,8.22,1.2,
well-heeled,adj,4.48,2.82,7.1,1.91,
elevate,verb,3.31,1.98,5.29,1.27,
center,noun,6.34,2.25,7.39,1.53,
spoil,verb,4.92,2.64,2.39,1.44,
epidemic disease,noun,5.62,2.15,3.13,1.82,
change,verb,4.27,2.07,4.75,1.38,
winking,noun,5.44,2.68,6.93,1.83,
divest,verb,3.95,2.09,5.25,1.33,
note,noun,5.51,2.77,7.26,1.67,
virtuous,adj,5.51,2.06,6.45,1.76,
beat,verb,4.2,1.93,4,1.8,
estimator,noun,4.75,1.93,6.24,1.61,
upper side,noun,4.28,2.53,6.58,1.42,
wasteyard,noun,4.12,2.36,3.21,1.87,
unavailing,adj,4.87,2.58,2.13,1.42,
record,noun,3.93,2.29,5.24,2.01,
sensation,noun,5.83,2.44,7.27,1.66,
armament,noun,7.02,1.84,3.47,2.48,
formation,noun,6.25,2.15,4.67,2.08,
stopple,noun,3.8,2.18,5.22,1.13,
imagery,noun,4.53,2.72,6.73,1.75,
putrescent,adj,4.53,2.38,2.26,1.37,
recognise,verb,5.9,1.83,7.66,1.24,
vulgarian,noun,4.2,2.42,5.07,1.97,
ashamed,adj,6.04,2.76,2.63,1.98,
somebody,noun,3.82,2.4,5.09,1.67,
jest at,verb,6.74,1.84,8.1,1.36,
ideal,noun,5.95,2.73,7.25,2.05,
deface,verb,4.79,2.11,3.38,1.7,
positive,adj,6.22,2.41,7.98,1.29,
disorganized,adj,5.86,2.4,2,1.18,
luck,noun,4.95,2.81,1.7,1.07,
vend,verb,4.39,2.29,5.88,1.62,
basketball equipment,noun,3.63,2.02,5.45,1.15,
utter,verb,4.57,2.38,3.52,1.99,
penalty,noun,4.76,2.18,6.95,1.85,
piquantness,noun,5.59,2.66,6.79,2.04,
threaten,verb,5.52,2.45,2.88,1.64,
whispered,adj,5.12,2.19,5.22,1.82,
tomography,noun,5.1,2.59,6.79,2.32,
plunder,verb,6.81,3.17,1.25,0.91,
hard,adj,4.63,2.61,7.12,1.34,
fateful,adj,4.61,2.24,5.39,1.8,
sniffy,adj,5.04,2.14,3.68,1.9,
cheek,noun,5.04,2.18,6.39,1.6,
valuableness,noun,5.76,2.79,7.54,1.63,
grotesque,adj,5.38,2.23,2.43,1.27,
gimcrackery,noun,4.17,2.02,4.61,1.63,
emancipationist,noun,5,2.77,7.8,1.29,
trespasser,noun,5.5,2.4,3.05,2.01,
connector,noun,4.24,2.49,7.15,1.67,
unclean,adj,4.61,2.24,5.39,1.8,
distrustful,adj,4.91,1.92,4.52,1.63,
farinaceous,adj,4.21,1.84,4.55,1.42,
fill up,verb,3.14,2.47,7.57,1.76,
reprobate,noun,6.26,2.61,2.79,2.12,
black,noun,4.37,2.14,6.47,1.59,
tail,verb,5.76,2.5,7.57,1.66,
concordance,noun,5.02,2.24,7.08,1.59,
clasp,verb,5.35,2.76,8,1.55,
deception,noun,4.39,2.36,3.05,1.99,
travel,verb,4.7,2.48,4.09,2.21,
uniting,noun,6.34,2.35,6.48,2.45,
unredeemed,adj,5.82,2.62,2.82,1.83,
ready,verb,4.05,1.89,6.41,1.34,
menage,noun,4.8,2.71,7.65,1.55,
general assembly,noun,4.56,2.41,7.26,1.72,
maven,noun,5.5,2.66,6.88,1.93,
bureau,noun,4.08,1.92,5.24,1.59,
legal document,noun,4.89,2.46,6.28,1.45,
alive,adj,5.53,2.9,7.2,1.97,
pitch blackness,noun,4.61,2.24,5.39,1.8,
clangoring,noun,6.95,2.44,2.31,1.44,
horrible,adj,5.38,2.23,2.43,1.27,
slight,noun,5,2.32,3.64,2.08,
participant role,noun,4.21,2.37,5.29,1.89,
impuissant,adj,4.57,2.59,2.81,1.92,
drive,noun,7.49,2.16,2.08,1.91,
scene,noun,4.59,2.31,5.98,1.86,
originator,noun,5.92,2.6,7.08,2.2,
freeborn,adj,5.15,3.04,8.26,1.31,
only,adv,4.83,2.66,2.41,1.77,
evilness,noun,5.76,1.95,5.57,2.05,
upgrade,verb,3.21,2.57,7.31,1.3,
trustworthy,adj,5.32,1.92,7.7,1.43,
dun,verb,6.47,2.47,2.23,1.72,
play,verb,5.04,2.18,6.39,1.6,
dress down,verb,4.05,1.89,6.41,1.34,
bunk down,verb,6.95,2.44,2.31,1.44,
light,noun,6,2.02,3.19,1.66,
physical attraction,noun,7.26,2.57,8.03,1.27,
cubage unit,noun,3.54,2.09,5.1,1.09,
place,verb,4.16,2.8,7.92,1.24,
gregarious,adj,4.98,2.59,6.88,1.82,
foot soldier,noun,5.24,2.31,6.73,1.7,
playacting,noun,3.85,2.58,5.56,1.76,
repository,noun,3.6,2.13,5.54,1.86,
unwelcome person,noun,6.86,2.41,2.77,2.32,
article of clothing,noun,4.05,1.89,6.41,1.34,
undulate,adj,4.91,2.57,6.58,1.78,
unaccessible,adj,4.51,2.68,2.17,1.76,
information,noun,5.17,2.11,5.3,1.67,
serious,adj,3.56,1.95,4.32,1.51,
saxophonist,noun,5.64,2.51,6.89,2.12,
geological phenomenon,noun,6,2.02,3.19,1.66,
being,noun,6.02,2.62,7.27,1.88,
crop,verb,4.59,2.1,3.83,1.7,
immortal,noun,4.49,1.9,6.49,1.7,
blindfolded,adj,4.39,2.36,3.05,1.99,
hypostasis,noun,5.92,2.6,7.08,2.2,
unsportsmanlike,adj,4.93,2.23,2.81,1.52,
waste material,noun,5.12,2.32,2.47,1.68,
get into,verb,3.36,2.12,4.82,1.23,
storey,noun,4.39,2.33,4.32,1.68,
instance,noun,4.48,2.29,4.05,1.41,
boat,noun,4.88,2.3,6.93,1.28,
misbehavior,noun,5.6,2.65,7.98,1.22,
stem,noun,4.18,2.19,5.09,1.57,
assail,verb,6.83,2.26,3.52,2.12,
grown,adj,4.76,1.95,6.49,1.5,
essay,noun,2.5,1.85,5.2,1.21,
antagonism,noun,7.49,2.16,2.08,1.91,
indorse,verb,5.85,3.15,8.44,0.9,
recreation,noun,7.22,2.01,8.37,1.11,
mental attitude,noun,5.19,2.39,7.64,1.29,
phantasma,noun,4.3,2.26,4.35,1.23,
fake,noun,5.75,2.45,2.67,1.66,
executive department,noun,5.74,2.46,6.69,1.77,
Jesus Christ,noun,5.8,3.01,7.73,1.56,
patterned,adj,3.52,2.05,4.39,1.46,
food,noun,5.21,2.46,6.83,1.48,
fount,noun,5.6,2.21,6.8,1.61,
belittle,verb,4.16,2.16,2.67,1.45,
spread out,verb,4.17,2.09,3.1,1.74,
creativeness,noun,4.66,2.43,6.62,1.84,
make headway,verb,7.72,2.16,8.38,0.92,
unnatural,adj,4.09,2.37,6.59,1.57,
chimneypiece,noun,3.27,2.23,4.93,1.4,
fit,verb,5.12,2.42,5.93,2.1,
tennis player,noun,5.51,2.77,7.26,1.67,
starve,verb,6.88,1.85,7.12,1.62,
booby,noun,4.35,2.25,3.38,1.7,
unhappy,adj,4.18,2.5,1.57,0.96,
orbit,noun,4.08,2.41,6.2,1.37,
clergyman,noun,5.51,2.77,7.26,1.67,
someone,noun,4.21,1.99,6.51,1.34,
electric light,noun,4.1,2.02,5.61,1.28,
lurch,noun,4.52,2.37,5.56,1.38,
remains,noun,4.02,2.41,4.68,1.97,
stake,verb,5.89,2.37,6.98,1.97,
turbid,adj,4.13,2.13,4.44,2.07,
make up,verb,5.12,2.39,6.95,1.85,
cubital joint,noun,3.81,2.14,5.12,0.92,
cissy,adj,5.17,2.57,3.14,1.96,
pasturage,noun,4.14,2.11,6.12,1.44,
painfulness,noun,5.85,2.49,1.9,1.26,
stop,verb,5,2.83,6.42,2.05,
dramatist,noun,4.07,2.19,2.74,1.64,
blubbery,adj,4.81,2.8,2.28,1.92,
top dog,noun,5.92,2.6,7.08,2.2,
pose,verb,3.36,2.28,5.05,1.46,
revere,verb,4.49,1.9,6.49,1.7,
cut down,verb,5,2.32,3.64,2.08,
demoralize,verb,5.85,2.93,2.3,2.11,
station waggon,noun,3.98,2.04,5.37,0.97,
locomote,verb,3.41,2.14,5,1.96,
botheration,noun,5.14,2.14,3.64,1.76,
winkle,verb,5.44,2.68,6.93,1.83,
organized crime,noun,4.8,2.71,7.65,1.55,
rickety,adj,4.1,2.07,3.26,1.47,
fervour,noun,7.17,2.06,3.22,2.06,
delude,verb,7.24,2.06,1.68,1.02,
divine service,noun,4.34,2.45,6.28,2.31,
friendly,noun,6.44,2.28,2.73,1.5,
back,verb,5.04,2.18,6.39,1.6,
hostile,noun,5.11,2.96,8.43,1.08,
venomous,adj,6.4,2.41,2.1,1.48,
cark,verb,6.85,2.03,3.03,2.09,
springy,adj,5.53,2.9,7.2,1.97,
behavior,noun,4.56,1.78,5.64,1.34,
solvent,noun,5.41,2.43,6.63,1.68,
chairperson,noun,3.15,1.77,5.08,0.98,
stick in,verb,4.27,2.07,4.75,1.38,
unhealthy,adj,5.06,2.68,2.87,2.14,
uprising,noun,6.56,2.34,4.13,1.78,
unfaithful,adj,6.56,2.21,1.93,1.61,
assuage,verb,3.21,2.57,7.31,1.3,
burning,noun,7.17,2.06,3.22,2.06,
furious,adj,6.89,2.47,2.29,1.78,
history,noun,6.02,2.62,7.27,1.88,
wander,verb,7.24,2.06,1.68,1.02,
period of time,noun,4.28,2.21,4.71,2.36,
start out,verb,4.7,2.48,4.09,2.21,
storage,noun,4.12,2.36,3.21,1.87,
distinguish,verb,3.7,2.18,5.68,1.62,
joy,verb,6.12,2.45,8.1,1.17,
tell,verb,4.12,2.3,6.34,1.56,
adventurer,noun,5.04,2.1,6.45,1.55,
fuzz,noun,4.2,2.42,5.07,1.97,
steamy,adj,6.63,2.7,7.97,1,
Negro,noun,4.61,2.24,5.39,1.8,
modest,adj,3.83,2.05,3.07,1.57,
stain,noun,3.98,2.29,3.37,1.34,
signal,noun,6.85,2.53,6.2,1.76,
grave,adj,4,1.87,5.08,1.59,
drug,noun,4.4,2.36,5.67,2.06,
real,adj,4.05,2.34,5.26,1.29,
discuss,verb,3.15,1.77,5.08,0.98,
urge on,verb,6.12,2.45,8.1,1.17,
action,noun,5.71,2.74,2.37,2.06,
snappy,adj,5.9,2.42,7.9,1.49,
consume,verb,5.22,2.38,6.66,1.57,
motion,verb,4.05,2.59,7.19,1.69,
absolve,verb,4.48,2.29,4.05,1.41,
major affective disorder,noun,4.54,3.19,1.85,1.67,
papers,noun,3.5,1.84,5.29,1.08,
foul,adj,6.09,2.44,2.96,2.37,
demoralise,verb,6.26,2.61,2.79,2.12,
squarish,adj,3.18,1.76,4.74,1.02,
venom,noun,5.86,2.75,2.69,1.84,
intumesce,verb,4.1,2.34,2.88,1.75,
discomfit,verb,5.86,2.4,2,1.18,
played out,adj,2.64,2.19,3.28,1.43,
secret,adj,4.84,2.57,6,2.21,
sanies,noun,4.82,2.06,2.86,1.91,
offence,noun,5.83,2.73,3.13,2.24,
foreshorten,verb,4.65,2.13,5.2,1.28,
admirer,noun,5.74,2.57,7.74,1.24,
Charles's Wain,noun,3.98,2.04,5.37,0.97,
peppy,adj,5.53,2.9,7.2,1.97,
occurrence,noun,6.26,2.87,2.05,1.19,
self-propelled vehicle,noun,3.98,2.33,5.2,1.18,
fearfulness,noun,7.02,2.02,3.12,1.84,
affront,noun,6.83,2.26,3.52,2.12,
stunned,adj,6.58,2.22,6.56,1.61,
comfort,noun,4.17,2.44,2.19,1.23,
world,noun,4.37,2.51,7.65,1.37,
facility,noun,4.08,2.41,6.2,1.37,
act upon,verb,6.07,2.26,3.38,1.61,
defeat,verb,6.83,2.38,2.64,2.03,
adequate,adj,5.08,2.07,7.16,1.39,
distort,verb,6.41,2.94,1.82,1.45,
example,noun,4.64,2.75,5.31,2.02,
world-wide,adj,5.32,2.39,6.5,2.03,
icy,adj,4.75,2.56,3.5,1.85,
beatify,verb,8.02,1.65,8.05,1.48,
obstruct,verb,6.03,3.19,1.56,0.96,
treasonous,adj,6.2,2.7,2.05,1.55,
burnt umber,noun,5.29,2.55,6.88,1.89,
concave shape,noun,3.91,1.92,4.36,1.21,
body waste,noun,5.75,2.84,2.06,1.57,
sky,noun,4.31,2.2,6.76,1.78,
weewee,noun,4.2,2.18,3.25,1.71,
debilitate,verb,4.14,2.3,2.93,1.76,
unhappiness,noun,4.56,2.97,1.61,1.02,
crocked,adj,4.02,2.41,4.68,1.97,
queer,adj,4.27,2.46,4.82,2.04,
ameliorate,verb,4.77,2.23,7.09,1.46,
scathe,noun,6.22,1.91,2.73,1.72,
athletic field,noun,5.53,2.96,7.92,1.2,
book of account,noun,4.17,2.49,5.72,1.54,
cultivate,verb,3.9,1.95,5.53,1.85,
vessel,noun,4.16,2.31,7.33,1.45,
penalization,noun,5.32,3.19,8.13,1.09,
C,noun,5.75,2.47,7.08,1.83,
enclothe,verb,3.95,2.09,5.25,1.33,
hard knocks,noun,6.33,2.7,1.73,1.13,
impediment,noun,5,2.83,6.42,2.05,
serving,noun,5.37,2.39,6.5,1.78,
severe,adj,4,1.87,5.08,1.59,
designer,noun,4.37,2.14,6.47,1.59,
business enterprise,noun,4.08,2.41,6.2,1.37,
impure,adj,4.13,2.13,4.44,2.07,
corporal punishment,noun,5.71,2.74,2.37,2.06,
gory,adj,6.41,2,2.9,1.98,
humanist,adj,4.5,1.91,6.89,1.7,
incredulous,adj,4.91,1.92,4.52,1.63,
Good Book,noun,4.17,2.49,5.72,1.54,
expanse,noun,5.14,2.54,6.78,1.66,
call for,verb,4.48,2.29,4.05,1.41,
look for,verb,4,2.19,6.04,1.94,
uncouple,verb,6.39,2.31,7.41,1.97,
utilisation,noun,6.84,2.06,7.13,1.58,
scrumptious,adj,5.34,2.51,7.5,1.08,
comedian,noun,5.44,2.47,7.05,1.96,
supernatural being,noun,5.95,2.84,8.15,1.27,
tower,noun,4.41,2.44,5.89,2.08,
timorous,adj,4.11,2.09,3.86,1.55,
internal organ,noun,3.93,2.49,4.82,2.06,
virtue,noun,5.9,1.83,7.66,1.24,
conduct,verb,4.4,2.07,5.95,1.38,
chromatic colour,noun,4.28,2.46,6.18,2.05,
Helen Newington Wills,noun,4.18,2.38,3.2,1.58,
cheap,adj,3.83,2.05,3.07,1.57,
refresh,verb,4.12,2.3,6.34,1.56,
prison cell,noun,4.88,1.86,5.16,1.87,
alertness,noun,6.36,2.66,2.51,1.83,
honor,noun,5.39,2.44,7.78,1.22,
refulgent,adj,5.39,2.82,6.73,2.17,
excitable,adj,6.59,2.07,3.29,1.47,
vital,adj,5.5,2.74,7.25,2.22,
abuse,noun,3.95,2.11,4.11,1.77,
pitiful,adj,4.13,2.38,1.61,0.95,
provide,verb,6,2.02,3.19,1.66,
rattling,adj,5.41,2.73,3.55,2.54,
vitiate,verb,4.04,2.14,3.18,1.86,
onset,noun,7.17,2.06,3.22,2.06,
Felis domesticus,noun,4.76,2.18,6.44,1.43,
laughable,adj,4.36,2.2,4.26,1.82,
percentage,noun,5,2.32,3.64,2.08,
sheared,adj,5,2.32,3.64,2.08,
Edward Douglas White Jr.,noun,4.37,2.14,6.47,1.59,
shit,noun,6.07,2.15,3.36,2.16,
hound,noun,5.76,2.5,7.57,1.66,
meliorate,verb,5.69,2.15,7.65,1.16,
chickenhearted,adj,6.33,2.28,2.25,1.18,
armed service,noun,5.03,2.03,4.72,1.75,
gloam,noun,4.7,2.48,4.09,2.21,
beaming,adj,5.56,3.01,8.03,1.56,
duck soup,noun,4.37,2.32,6.85,1.71,
deceased,adj,5.73,2.73,1.94,1.76,
publishing house,noun,2.5,1.85,5.2,1.21,
condiment,noun,4.09,2.08,5.6,1.35,
channel,noun,5.55,2.55,6.14,1.77,
floor,verb,4.12,2.36,3.21,1.87,
disrespectful,adj,5.38,2.37,4.35,1.76,
tuner,noun,4.78,2.82,6.73,1.47,
ravenous,adj,5.13,2.44,3.58,2.01,
coif,verb,4.05,1.89,6.41,1.34,
age,noun,4.54,3.19,1.85,1.67,
matter,noun,6.05,2.82,1.98,1.44,
tenderness,noun,6.34,2.25,7.39,1.53,
turbulent,adj,5.94,2.36,2.17,1.21,
battlemented,adj,4.09,2.77,7.29,1.79,
metal money,noun,4.29,2.48,6.02,1.96,
see,verb,5.39,2.22,7.15,1.49,
mettlesome,adj,5.89,2.37,6.98,1.97,
pecker,noun,4.7,2.59,3.98,1.73,
time,noun,3.83,2.29,5.76,1.65,
metastatic tumor,noun,6.42,2.83,1.5,0.85,
participant,noun,3.73,2.26,5.61,1.93,
proficient,adj,5.43,2.85,7.47,1.45,
touching,noun,5.73,2.09,4.33,2.35,
crispy,adj,4.88,2.3,6.93,1.28,
split up,verb,6.33,2.71,2.22,1.88,
antipathetic,adj,6.44,2.28,2.73,1.5,
document,noun,4.9,2.37,6.61,1.59,
habitual,adj,4.81,2.46,2.51,1.42,
trumpery,noun,4.16,2.16,2.67,1.45,
metre,noun,3.27,1.98,5.02,0.93,
weighed down,adj,5.63,2.07,2.5,1.32,
preserves,noun,3.7,2.29,5.66,1.44,
snuffle,verb,4.57,2.38,3.52,1.99,
laurels,noun,5.9,1.83,7.66,1.24,
retard,verb,3.39,2.22,3.93,1.6,
wondering,adj,5.82,1.64,6.08,1.63,
relation,noun,4.8,2.71,7.65,1.55,
hoi polloi,noun,5.94,2.09,7.33,1.7,
cloud up,verb,3.46,1.92,3.65,1.61,
sufferer,noun,4.21,2.37,5.29,1.89,
journalist,noun,4.37,2.14,6.47,1.59,
jolting,adj,5.33,2.04,4.74,2,
idolised,adj,6.38,2.68,8.64,0.71,
funky,adj,4.93,2.23,2.81,1.52,
marvelous,adj,6.23,2.73,8.16,1.12,
